"";"n";"lambda";"p";"df";"method";"cov_2norm"
"2669";10000;17;50;10;"PCA";0,0884971008249995
"2670";10000;17;50;10;"SPCA";0,0770184991750026
"2671";10000;18;50;3;"PCA";23,5770769790032
"2672";10000;18;50;3;"SPCA";0,0748860286463682
"2673";10000;18;50;5;"PCA";0,166329086590444
"2674";10000;18;50;5;"SPCA";0,0737669265775808
"2675";10000;18;50;10;"PCA";0,0845501251344998
"2676";10000;18;50;10;"SPCA";0,0729071911222105
"2677";10000;19;50;3;"PCA";20,3191992245491
"2678";10000;19;50;3;"SPCA";0,071082661553803
"2679";10000;19;50;5;"PCA";0,166453481825878
"2680";10000;19;50;5;"SPCA";0,070498128582324
"2681";10000;19;50;10;"PCA";0,0818986709561619
"2682";10000;19;50;10;"SPCA";0,0704345304888
"2683";10000;20;50;3;"PCA";34,2017518849307
"2684";10000;20;50;3;"SPCA";0,0638934605227584
"2685";10000;20;50;5;"PCA";0,151057835044802
"2686";10000;20;50;5;"SPCA";0,0644050330207569
"2687";10000;20;50;10;"PCA";0,0746094869860015
"2688";10000;20;50;10;"SPCA";0,0643558507799369
"2689";10000;21;50;3;"PCA";26,2912088396802
"2690";10000;21;50;3;"SPCA";0,0619075302860115
"2691";10000;21;50;5;"PCA";0,167987870311243
"2692";10000;21;50;5;"SPCA";0,0615104118739221
"2693";10000;21;50;10;"PCA";0,0686471113413859
"2694";10000;21;50;10;"SPCA";0,0615352303773981
"2695";10000;22;50;3;"PCA";17,4912607470823
"2696";10000;22;50;3;"SPCA";0,061570416710902
"2697";10000;22;50;5;"PCA";0,164504666988297
"2698";10000;22;50;5;"SPCA";0,0592177491809465
"2699";10000;22;50;10;"PCA";0,0679719331575143
"2700";10000;22;50;10;"SPCA";0,0626394083456772
"2701";10000;23;50;3;"PCA";27,1788057648714
"2702";10000;23;50;3;"SPCA";0,061058680127108
"2703";10000;23;50;5;"PCA";0,137236943802222
"2704";10000;23;50;5;"SPCA";0,0563211685721757
"2705";10000;23;50;10;"PCA";0,0686785125744001
"2706";10000;23;50;10;"SPCA";0,0606261060696783
"2707";10000;24;50;3;"PCA";11,3265090014684
"2708";10000;24;50;3;"SPCA";0,0541347280283915
"2709";10000;24;50;5;"PCA";0,132889871983148
"2710";10000;24;50;5;"SPCA";0,0566847992180007
"2711";10000;24;50;10;"PCA";0,0657578332284288
"2712";10000;24;50;10;"SPCA";0,0568729971956071
"2713";10000;25;50;3;"PCA";21,0737407607224
"2714";10000;25;50;3;"SPCA";0,0528101183393456
"2715";10000;25;50;5;"PCA";0,12704601022909
"2716";10000;25;50;5;"SPCA";0,0536964173394076
"2717";10000;25;50;10;"PCA";0,0605415258558239
"2718";10000;25;50;10;"SPCA";0,0535755670175868
"2719";10000;26;50;3;"PCA";17,4552745229137
"2720";10000;26;50;3;"SPCA";0,0494376170126531
"2721";10000;26;50;5;"PCA";0,123957748618548
"2722";10000;26;50;5;"SPCA";0,0509092128199385
"2723";10000;26;50;10;"PCA";0,0599652959479023
"2724";10000;26;50;10;"SPCA";0,0550519590252278
"2725";10000;27;50;3;"PCA";10,4945679451629
"2726";10000;27;50;3;"SPCA";0,0492190007326853
"2727";10000;27;50;5;"PCA";0,147716188162445
"2728";10000;27;50;5;"SPCA";0,0498526896366104
"2729";10000;27;50;10;"PCA";0,0569551713560351
"2730";10000;27;50;10;"SPCA";0,0499268168785543
"2731";10000;28;50;3;"PCA";15,5915462448694
"2732";10000;28;50;3;"SPCA";0,0498521877941877
"2733";10000;28;50;5;"PCA";0,11176238278168
"2734";10000;28;50;5;"SPCA";0,0484391032019854
"2735";10000;28;50;10;"PCA";0,0574722976977804
"2736";10000;28;50;10;"SPCA";0,0531892979658415
"2737";10000;29;50;3;"PCA";18,4325201823124
"2738";10000;29;50;3;"SPCA";0,0438712746494594
"2739";10000;29;50;5;"PCA";0,158760484658378
"2740";10000;29;50;5;"SPCA";0,0479750756824717
"2741";10000;29;50;10;"PCA";0,0524527217337657
"2742";10000;29;50;10;"SPCA";0,0489747299377002
"2743";10000;30;50;3;"PCA";25,6689518905864
"2744";10000;30;50;3;"SPCA";0,0458317453174663
"2745";10000;30;50;5;"PCA";0,102241316716297
"2746";10000;30;50;5;"SPCA";0,0464692109476296
"2747";10000;30;50;10;"PCA";0,0451143586993561
"2748";10000;30;50;10;"SPCA";0,0443579905368804
"2749";10000;31;50;3;"PCA";30,3357486144465
"2750";10000;31;50;3;"SPCA";0,0429730501304242
"2751";10000;31;50;5;"PCA";0,0979445360511225
"2752";10000;31;50;5;"SPCA";0,0432699455557273
"2753";10000;31;50;10;"PCA";0,0468467190619871
"2754";10000;31;50;10;"SPCA";0,0429598513769205
"2755";10000;32;50;3;"PCA";13,0605323929865
"2756";10000;32;50;3;"SPCA";0,0417527959164828
"2757";10000;32;50;5;"PCA";0,0914528919315408
"2758";10000;32;50;5;"SPCA";0,0441359269913632
"2759";10000;32;50;10;"PCA";0,0470721874175512
"2760";10000;32;50;10;"SPCA";0,0433799396032102
"2761";10000;33;50;3;"PCA";10,1307280849802
"2762";10000;33;50;3;"SPCA";0,0411012998014971
"2763";10000;33;50;5;"PCA";0,0982988331951212
"2764";10000;33;50;5;"SPCA";0,0453945921290494
"2765";10000;33;50;10;"PCA";0,0454640092008024
"2766";10000;33;50;10;"SPCA";0,0418060542118189
"2767";10000;34;50;3;"PCA";14,5012395596375
"2768";10000;34;50;3;"SPCA";0,0397878544180247
"2769";10000;34;50;5;"PCA";0,0919231259038097
"2770";10000;34;50;5;"SPCA";0,040120587860769
"2771";10000;34;50;10;"PCA";0,045976539037024
"2772";10000;34;50;10;"SPCA";0,0401221870234911
"2773";10000;35;50;3;"PCA";3,46459731509085
"2774";10000;35;50;3;"SPCA";0,0382373318843498
"2775";10000;35;50;5;"PCA";0,0939477829540169
"2776";10000;35;50;5;"SPCA";0,0394126266762109
"2777";10000;35;50;10;"PCA";0,0419622428015325
"2778";10000;35;50;10;"SPCA";0,0379689382377113
"2779";10000;36;50;3;"PCA";9,55076052679631
"2780";10000;36;50;3;"SPCA";0,0400132817777564
"2781";10000;36;50;5;"PCA";0,0825788872243205
"2782";10000;36;50;5;"SPCA";0,037515638823457
"2783";10000;36;50;10;"PCA";0,0410533790978689
"2784";10000;36;50;10;"SPCA";0,0378174876511516
"2785";10000;37;50;3;"PCA";13,0058426323445
"2786";10000;37;50;3;"SPCA";0,0360800036999864
"2787";10000;37;50;5;"PCA";0,0852062797268579
"2788";10000;37;50;5;"SPCA";0,0377219657222013
"2789";10000;37;50;10;"PCA";0,0412379525878108
"2790";10000;37;50;10;"SPCA";0,0401134172657311
"2791";10000;38;50;3;"PCA";4,61851008809217
"2792";10000;38;50;3;"SPCA";0,0356334330393105
"2793";10000;38;50;5;"PCA";0,070999884136009
"2794";10000;38;50;5;"SPCA";0,0345085347828028
"2795";10000;38;50;10;"PCA";0,0396245672066378
"2796";10000;38;50;10;"SPCA";0,0364000427530512
"2797";10000;39;50;3;"PCA";10,6512814847229
"2798";10000;39;50;3;"SPCA";0,0364415218999923
"2799";10000;39;50;5;"PCA";0,0918381823720894
"2800";10000;39;50;5;"SPCA";0,0350152567224985
"2801";10000;39;50;10;"PCA";0,0367533144978403
"2802";10000;39;50;10;"SPCA";0,035447191153687
"2803";10000;40;50;3;"PCA";5,28994664616836
"2804";10000;40;50;3;"SPCA";0,0334587303126803
"2805";10000;40;50;5;"PCA";0,0802529935195278
"2806";10000;40;50;5;"SPCA";0,0350854550914802
"2807";10000;40;50;10;"PCA";0,0367366135427213
"2808";10000;40;50;10;"SPCA";0,0348370979526439
"2809";500;2;100;3;"PCA";374,248544530691
"2810";500;2;100;3;"SPCA";148,581516520159
"2811";500;2;100;5;"PCA";310,026273901369
"2812";500;2;100;5;"SPCA";110,703875430767
"2813";500;2;100;10;"PCA";99,6127029179549
"2814";500;2;100;10;"SPCA";39,3637434922402
"2815";500;3;100;3;"PCA";316,720779942038
"2816";500;3;100;3;"SPCA";22,1719737224229
"2817";500;3;100;5;"PCA";155,624518344156
"2818";500;3;100;5;"SPCA";8,4265152626909
"2819";500;3;100;10;"PCA";3,32582782052238
"2820";500;3;100;10;"SPCA";0,725306154493855
"2821";500;4;100;3;"PCA";254,625117059731
"2822";500;4;100;3;"SPCA";5,17577948031126
"2823";500;4;100;5;"PCA";67,1318560964954
"2824";500;4;100;5;"SPCA";1,31686664786371
"2825";500;4;100;10;"PCA";1,45424575460253
"2826";500;4;100;10;"SPCA";0,491801248478564
"2827";500;5;100;3;"PCA";199,147618835142
"2828";500;5;100;3;"SPCA";1,69537409231085
"2829";500;5;100;5;"PCA";36,7101682656149
"2830";500;5;100;5;"SPCA";0,326701272941956
"2831";500;5;100;10;"PCA";0,429312457422958
"2832";500;5;100;10;"SPCA";0,322267599501827
"2833";500;6;100;3;"PCA";161,584434131846
"2834";500;6;100;3;"SPCA";0,691049490004553
"2835";500;6;100;5;"PCA";20,1895851474567
"2836";500;6;100;5;"SPCA";0,245878477463351
"2837";500;6;100;10;"PCA";0,343771682549807
"2838";500;6;100;10;"SPCA";0,246081865434591
"2839";500;7;100;3;"PCA";132,72635227691
"2840";500;7;100;3;"SPCA";0,342930513511679
"2841";500;7;100;5;"PCA";12,590822867691
"2842";500;7;100;5;"SPCA";0,203604520919252
"2843";500;7;100;10;"PCA";0,260406403131811
"2844";500;7;100;10;"SPCA";0,198930377956423
"2845";500;8;100;3;"PCA";108,995414350733
"2846";500;8;100;3;"SPCA";0,45989073796289
"2847";500;8;100;5;"PCA";9,56877752212505
"2848";500;8;100;5;"SPCA";0,167438373446654
"2849";500;8;100;10;"PCA";0,229934253614335
"2850";500;8;100;10;"SPCA";0,170350136166964
"2851";500;9;100;3;"PCA";87,0715274923834
"2852";500;9;100;3;"SPCA";0,153776042797989
"2853";500;9;100;5;"PCA";5,76740016249701
"2854";500;9;100;5;"SPCA";0,145366280812449
"2855";500;9;100;10;"PCA";0,202329691168656
"2856";500;9;100;10;"SPCA";0,147490601763839
"2857";500;10;100;3;"PCA";74,9706767620619
"2858";500;10;100;3;"SPCA";0,127622586876504
"2859";500;10;100;5;"PCA";5,54838334719948
"2860";500;10;100;5;"SPCA";0,129890757994844
"2861";500;10;100;10;"PCA";0,169167325557948
"2862";500;10;100;10;"SPCA";0,13376121362482
"2863";500;11;100;3;"PCA";67,7671855822191
"2864";500;11;100;3;"SPCA";0,120984646548118
"2865";500;11;100;5;"PCA";4,28327971101433
"2866";500;11;100;5;"SPCA";0,123904154926688
"2867";500;11;100;10;"PCA";0,145521465566392
"2868";500;11;100;10;"SPCA";0,111088051998817
"2869";500;12;100;3;"PCA";54,6808328416735
"2870";500;12;100;3;"SPCA";0,109278783215805
"2871";500;12;100;5;"PCA";3,03088314064036
"2872";500;12;100;5;"SPCA";0,0980780087534168
"2873";500;12;100;10;"PCA";0,135162087537141
"2874";500;12;100;10;"SPCA";0,104434905457928
"2875";500;13;100;3;"PCA";42,6343191012257
"2876";500;13;100;3;"SPCA";0,0980684198645297
"2877";500;13;100;5;"PCA";1,86301137861913
"2878";500;13;100;5;"SPCA";0,0923657167991374
"2879";500;13;100;10;"PCA";0,120619066836211
"2880";500;13;100;10;"SPCA";0,0968657621704676
"2881";500;14;100;3;"PCA";41,8860293157748
"2882";500;14;100;3;"SPCA";0,0976936735126593
"2883";500;14;100;5;"PCA";1,26921856745117
"2884";500;14;100;5;"SPCA";0,0918401647483173
"2885";500;14;100;10;"PCA";0,11662936327368
"2886";500;14;100;10;"SPCA";0,0886297011345262
"2887";500;15;100;3;"PCA";38,8841297942371
"2888";500;15;100;3;"SPCA";0,0899162456061848
"2889";500;15;100;5;"PCA";1,7410596739822
"2890";500;15;100;5;"SPCA";0,0824100670197834
"2891";500;15;100;10;"PCA";0,106403267108623
"2892";500;15;100;10;"SPCA";0,087083905088497
"2893";500;16;100;3;"PCA";33,5576645704786
"2894";500;16;100;3;"SPCA";0,0793804570862297
"2895";500;16;100;5;"PCA";1,11281076823852
"2896";500;16;100;5;"SPCA";0,0787509626917801
"2897";500;16;100;10;"PCA";0,101448334423532
"2898";500;16;100;10;"SPCA";0,0827756189909812
"2899";500;17;100;3;"PCA";28,9304681176314
"2900";500;17;100;3;"SPCA";0,0688465427472593
"2901";500;17;100;5;"PCA";0,449587698052339
"2902";500;17;100;5;"SPCA";0,076224193182644
"2903";500;17;100;10;"PCA";0,0908317182108164
"2904";500;17;100;10;"SPCA";0,0719256243767811
"2905";500;18;100;3;"PCA";32,3148527511946
"2906";500;18;100;3;"SPCA";0,0649512786147613
"2907";500;18;100;5;"PCA";1,23497606098613
"2908";500;18;100;5;"SPCA";0,06771937311622
"2909";500;18;100;10;"PCA";0,0848217714322368
"2910";500;18;100;10;"SPCA";0,0655365761943223
"2911";500;19;100;3;"PCA";25,0142839407524
"2912";500;19;100;3;"SPCA";0,0653439380046569
"2913";500;19;100;5;"PCA";0,852456855655174
"2914";500;19;100;5;"SPCA";0,0625025212320219
"2915";500;19;100;10;"PCA";0,084171860146917
"2916";500;19;100;10;"SPCA";0,0663079625877117
"2917";500;20;100;3;"PCA";22,6579231945926
"2918";500;20;100;3;"SPCA";0,0624041557998077
"2919";500;20;100;5;"PCA";0,399675140754405
"2920";500;20;100;5;"SPCA";0,0622335076093621
"2921";500;20;100;10;"PCA";0,0760880353289011
"2922";500;20;100;10;"SPCA";0,0597927077796269
"2923";500;21;100;3;"PCA";21,1013999103375
"2924";500;21;100;3;"SPCA";0,0583706673861463
"2925";500;21;100;5;"PCA";0,5925682179526
"2926";500;21;100;5;"SPCA";0,0560037317995522
"2927";500;21;100;10;"PCA";0,071176185849823
"2928";500;21;100;10;"SPCA";0,0594090476490082
"2929";500;22;100;3;"PCA";18,5843641307025
"2930";500;22;100;3;"SPCA";0,0546490866335647
"2931";500;22;100;5;"PCA";0,364870862515664
"2932";500;22;100;5;"SPCA";0,0532485274696819
"2933";500;22;100;10;"PCA";0,0679731326153132
"2934";500;22;100;10;"SPCA";0,0562434466541345
"2935";500;23;100;3;"PCA";18,0429670183915
"2936";500;23;100;3;"SPCA";0,0539350860295606
"2937";500;23;100;5;"PCA";0,181734064358446
"2938";500;23;100;5;"SPCA";0,0525810732919163
"2939";500;23;100;10;"PCA";0,0664664042303553
"2940";500;23;100;10;"SPCA";0,05488597060682
"2941";500;24;100;3;"PCA";18,5411761332929
"2942";500;24;100;3;"SPCA";0,0545321825471927
"2943";500;24;100;5;"PCA";0,291380183037321
"2944";500;24;100;5;"SPCA";0,0574379736569673
"2945";500;24;100;10;"PCA";0,0625421659720453
"2946";500;24;100;10;"SPCA";0,050869557718814
"2947";500;25;100;3;"PCA";15,1122844250143
"2948";500;25;100;3;"SPCA";0,0477067530736826
"2949";500;25;100;5;"PCA";0,476769160507971
"2950";500;25;100;5;"SPCA";0,04400011970342
"2951";500;25;100;10;"PCA";0,059794676911532
"2952";500;25;100;10;"SPCA";0,0502604595183449
"2953";500;26;100;3;"PCA";12,0679117912728
"2954";500;26;100;3;"SPCA";0,0490253594467216
"2955";500;26;100;5;"PCA";0,591104447142218
"2956";500;26;100;5;"SPCA";0,049549398176104
"2957";500;26;100;10;"PCA";0,0570036833728192
"2958";500;26;100;10;"SPCA";0,0469915167306437
"2959";500;27;100;3;"PCA";12,9685687125025
"2960";500;27;100;3;"SPCA";0,045371222144575
"2961";500;27;100;5;"PCA";0,124298833103775
"2962";500;27;100;5;"SPCA";0,0474081726606949
"2963";500;27;100;10;"PCA";0,0575428148140131
"2964";500;27;100;10;"SPCA";0,0465154078550759
"2965";500;28;100;3;"PCA";15,5713459567154
"2966";500;28;100;3;"SPCA";0,0469119697871001
"2967";500;28;100;5;"PCA";0,274076798492239
"2968";500;28;100;5;"SPCA";0,0433924963753259
"2969";500;28;100;10;"PCA";0,0524264001130387
"2970";500;28;100;10;"SPCA";0,0451480557338062
"2971";500;29;100;3;"PCA";14,7432181237578
"2972";500;29;100;3;"SPCA";0,0454925697655139
"2973";500;29;100;5;"PCA";0,803666212826081
"2974";500;29;100;5;"SPCA";0,0444625447697213
"2975";500;29;100;10;"PCA";0,0466187675156391
"2976";500;29;100;10;"SPCA";0,0401220002411669
"2977";500;30;100;3;"PCA";8,9314954014976
"2978";500;30;100;3;"SPCA";0,0383320340719907
"2979";500;30;100;5;"PCA";0,570383620998284
"2980";500;30;100;5;"SPCA";0,0421719774915582
"2981";500;30;100;10;"PCA";0,0532375054994051
"2982";500;30;100;10;"SPCA";0,0456330515334184
"2983";500;31;100;3;"PCA";11,3173905766129
"2984";500;31;100;3;"SPCA";0,0408845064931621
"2985";500;31;100;5;"PCA";0,0993237523797112
"2986";500;31;100;5;"SPCA";0,0396257543130619
"2987";500;31;100;10;"PCA";0,0452329572168073
"2988";500;31;100;10;"SPCA";0,0384808721044288
"2989";500;32;100;3;"PCA";10,0872546838447
"2990";500;32;100;3;"SPCA";0,0397604317528817
"2991";500;32;100;5;"PCA";0,0854158194842823
"2992";500;32;100;5;"SPCA";0,0376268407422817
"2993";500;32;100;10;"PCA";0,0457937087160225
"2994";500;32;100;10;"SPCA";0,0371116623389642
"2995";500;33;100;3;"PCA";13,7809518564779
"2996";500;33;100;3;"SPCA";0,035677522656736
"2997";500;33;100;5;"PCA";0,472112715445185
"2998";500;33;100;5;"SPCA";0,0372270141100076
"2999";500;33;100;10;"PCA";0,0434984944225622
"3000";500;33;100;10;"SPCA";0,0382198537961125
"3001";500;34;100;3;"PCA";10,8354178134002
"3002";500;34;100;3;"SPCA";0,0358343703827423
"3003";500;34;100;5;"PCA";0,085633142240511
"3004";500;34;100;5;"SPCA";0,037270729282782
"3005";500;34;100;10;"PCA";0,0452052732197603
"3006";500;34;100;10;"SPCA";0,0360804594237148
"3007";500;35;100;3;"PCA";9,57402893242853
"3008";500;35;100;3;"SPCA";0,0360989809409889
"3009";500;35;100;5;"PCA";0,0960413999731072
"3010";500;35;100;5;"SPCA";0,0327495250319314
"3011";500;35;100;10;"PCA";0,0426621974162448
"3012";500;35;100;10;"SPCA";0,0369498205283383
"3013";500;36;100;3;"PCA";6,95712607064412
"3014";500;36;100;3;"SPCA";0,0350154319175976
"3015";500;36;100;5;"PCA";0,14219808573262
"3016";500;36;100;5;"SPCA";0,037521334983828
"3017";500;36;100;10;"PCA";0,0401714137255626
"3018";500;36;100;10;"SPCA";0,0349296713226584
"3019";500;37;100;3;"PCA";7,06509759581243
"3020";500;37;100;3;"SPCA";0,0340225660137006
"3021";500;37;100;5;"PCA";0,419272871184739
"3022";500;37;100;5;"SPCA";0,0324400627618036
"3023";500;37;100;10;"PCA";0,0426055305296652
"3024";500;37;100;10;"SPCA";0,0344710130293932
"3025";500;38;100;3;"PCA";7,03015787478449
"3026";500;38;100;3;"SPCA";0,03255846401338
"3027";500;38;100;5;"PCA";0,0991599614766503
"3028";500;38;100;5;"SPCA";0,0355379779843728
"3029";500;38;100;10;"PCA";0,0370203249064408
"3030";500;38;100;10;"SPCA";0,0309621257937011
"3031";500;39;100;3;"PCA";7,16901318232886
"3032";500;39;100;3;"SPCA";0,0306720347864128
"3033";500;39;100;5;"PCA";0,0876900185699369
"3034";500;39;100;5;"SPCA";0,0319960373098118
"3035";500;39;100;10;"PCA";0,0386338178179646
"3036";500;39;100;10;"SPCA";0,0324185393716193
"3037";500;40;100;3;"PCA";5,48175562319088
"3038";500;40;100;3;"SPCA";0,0315734327287612
"3039";500;40;100;5;"PCA";0,0865816256312411
"3040";500;40;100;5;"SPCA";0,0308507209648476
"3041";500;40;100;10;"PCA";0,0372639598829934
"3042";500;40;100;10;"SPCA";0,0328138217793355
"3043";1000;2;100;3;"PCA";739,972379666391
"3044";1000;2;100;3;"SPCA";205,411594580233
"3045";1000;2;100;5;"PCA";480,960559412429
"3046";1000;2;100;5;"SPCA";106,231543989369
"3047";1000;2;100;10;"PCA";19,4451408983617
"3048";1000;2;100;10;"SPCA";3,03658934895743
"3049";1000;3;100;3;"PCA";600,636607215249
"3050";1000;3;100;3;"SPCA";21,2812566041749
"3051";1000;3;100;5;"PCA";140,747717548783
"3052";1000;3;100;5;"SPCA";3,54957181217866
"3053";1000;3;100;10;"PCA";1,21018846145996
"3054";1000;3;100;10;"SPCA";0,778451138036247
"3055";1000;4;100;3;"PCA";441,537316786119
"3056";1000;4;100;3;"SPCA";4,27432457659675
"3057";1000;4;100;5;"PCA";57,4529694268941
"3058";1000;4;100;5;"SPCA";0,579284510183485
"3059";1000;4;100;10;"PCA";0,66914922748762
"3060";1000;4;100;10;"SPCA";0,475074327253797
"3061";1000;5;100;3;"PCA";334,845635495632
"3062";1000;5;100;3;"SPCA";1,98784729298459
"3063";1000;5;100;5;"PCA";31,6100771954196
"3064";1000;5;100;5;"SPCA";0,338954649561514
"3065";1000;5;100;10;"PCA";0,44060180709418
"3066";1000;5;100;10;"SPCA";0,317049231548886
"3067";1000;6;100;3;"PCA";253,053410881525
"3068";1000;6;100;3;"SPCA";0,248793224823861
"3069";1000;6;100;5;"PCA";15,7047093426506
"3070";1000;6;100;5;"SPCA";0,242228869555589
"3071";1000;6;100;10;"PCA";0,329092681718121
"3072";1000;6;100;10;"SPCA";0,248603681691862
"3073";1000;7;100;3;"PCA";209,185859523927
"3074";1000;7;100;3;"SPCA";0,204990975029225
"3075";1000;7;100;5;"PCA";7,10240695690546
"3076";1000;7;100;5;"SPCA";0,211837593917002
"3077";1000;7;100;10;"PCA";0,26633636572457
"3078";1000;7;100;10;"SPCA";0,203888785704673
"3079";1000;8;100;3;"PCA";154,632411109717
"3080";1000;8;100;3;"SPCA";0,167864748443932
"3081";1000;8;100;5;"PCA";10,2681549685395
"3082";1000;8;100;5;"SPCA";0,180862483522137
"3083";1000;8;100;10;"PCA";0,212582916073238
"3084";1000;8;100;10;"SPCA";0,168213917020394
"3085";1000;9;100;3;"PCA";134,827096842492
"3086";1000;9;100;3;"SPCA";0,16121297672256
"3087";1000;9;100;5;"PCA";7,63940203695698
"3088";1000;9;100;5;"SPCA";0,150642692833066
"3089";1000;9;100;10;"PCA";0,202158726892079
"3090";1000;9;100;10;"SPCA";0,151884453347174
"3091";1000;10;100;3;"PCA";111,029118831541
"3092";1000;10;100;3;"SPCA";0,143243573913227
"3093";1000;10;100;5;"PCA";1,38919360143659
"3094";1000;10;100;5;"SPCA";0,14349776580851
"3095";1000;10;100;10;"PCA";0,166360037648678
"3096";1000;10;100;10;"SPCA";0,134310584266818
"3097";1000;11;100;3;"PCA";94,6070264470378
"3098";1000;11;100;3;"SPCA";0,761073918800686
"3099";1000;11;100;5;"PCA";4,28214892514254
"3100";1000;11;100;5;"SPCA";0,113656571927351
"3101";1000;11;100;10;"PCA";0,14866826184308
"3102";1000;11;100;10;"SPCA";0,119785380170805
"3103";1000;12;100;3;"PCA";76,2978983447293
"3104";1000;12;100;3;"SPCA";0,106769664202061
"3105";1000;12;100;5;"PCA";2,08495762033106
"3106";1000;12;100;5;"SPCA";0,109575295062026
"3107";1000;12;100;10;"PCA";0,139023673714087
"3108";1000;12;100;10;"SPCA";0,107508649693012
"3109";1000;13;100;3;"PCA";55,1746684434736
"3110";1000;13;100;3;"SPCA";0,0942670295720956
"3111";1000;13;100;5;"PCA";0,793688671277742
"3112";1000;13;100;5;"SPCA";0,0939081544140281
"3113";1000;13;100;10;"PCA";0,123910174315339
"3114";1000;13;100;10;"SPCA";0,0949397181425833
"3115";1000;14;100;3;"PCA";59,4385445126409
"3116";1000;14;100;3;"SPCA";0,100683783238762
"3117";1000;14;100;5;"PCA";2,54057302232522
"3118";1000;14;100;5;"SPCA";0,0893002191620651
"3119";1000;14;100;10;"PCA";0,113856854784083
"3120";1000;14;100;10;"SPCA";0,0881030938597899
"3121";1000;15;100;3;"PCA";50,1050964688247
"3122";1000;15;100;3;"SPCA";0,0885134128624456
"3123";1000;15;100;5;"PCA";1,01278901434973
"3124";1000;15;100;5;"SPCA";0,0851633138808751
"3125";1000;15;100;10;"PCA";0,106304356309542
"3126";1000;15;100;10;"SPCA";0,0857521616822453
"3127";1000;16;100;3;"PCA";46,0994044240808
"3128";1000;16;100;3;"SPCA";0,0864542267093476
"3129";1000;16;100;5;"PCA";1,04975241280425
"3130";1000;16;100;5;"SPCA";0,07657002387938
"3131";1000;16;100;10;"PCA";0,0973407787642146
"3132";1000;16;100;10;"SPCA";0,0756695966773167
"3133";1000;17;100;3;"PCA";31,9814693041657
"3134";1000;17;100;3;"SPCA";0,0770070079217887
"3135";1000;17;100;5;"PCA";0,914756927002878
"3136";1000;17;100;5;"SPCA";0,0713087583951825
"3137";1000;17;100;10;"PCA";0,0950072678206423
"3138";1000;17;100;10;"SPCA";0,0721594050218006
"3139";1000;18;100;3;"PCA";43,2974536892066
"3140";1000;18;100;3;"SPCA";0,0698883671005188
"3141";1000;18;100;5;"PCA";1,10514767985827
"3142";1000;18;100;5;"SPCA";0,0683612100256337
"3143";1000;18;100;10;"PCA";0,0852319600740234
"3144";1000;18;100;10;"SPCA";0,068963587113346
"3145";1000;19;100;3;"PCA";28,4563910098709
"3146";1000;19;100;3;"SPCA";0,0652779520894059
"3147";1000;19;100;5;"PCA";1,23540659688004
"3148";1000;19;100;5;"SPCA";0,0655449928862138
"3149";1000;19;100;10;"PCA";0,0854747336911565
"3150";1000;19;100;10;"SPCA";0,0678042927948586
"3151";1000;20;100;3;"PCA";33,9105933699963
"3152";1000;20;100;3;"SPCA";0,0612107556674969
"3153";1000;20;100;5;"PCA";0,692483926485654
"3154";1000;20;100;5;"SPCA";0,0621385465275028
"3155";1000;20;100;10;"PCA";0,0803558940213888
"3156";1000;20;100;10;"SPCA";0,0651790775943374
"3157";1000;21;100;3;"PCA";29,6473274856102
"3158";1000;21;100;3;"SPCA";0,0586976579320225
"3159";1000;21;100;5;"PCA";0,365979111178618
"3160";1000;21;100;5;"SPCA";0,0577957464534714
"3161";1000;21;100;10;"PCA";0,0761346966725189
"3162";1000;21;100;10;"SPCA";0,061128108084717
"3163";1000;22;100;3;"PCA";21,9885257524688
"3164";1000;22;100;3;"SPCA";0,0549631741956737
"3165";1000;22;100;5;"PCA";0,172249788259353
"3166";1000;22;100;5;"SPCA";0,0543528114010767
"3167";1000;22;100;10;"PCA";0,0685039638515744
"3168";1000;22;100;10;"SPCA";0,0532129046995816
"3169";1000;23;100;3;"PCA";32,8906769355894
"3170";1000;23;100;3;"SPCA";0,0539902994775379
"3171";1000;23;100;5;"PCA";0,151786298005166
"3172";1000;23;100;5;"SPCA";0,0561213749395254
"3173";1000;23;100;10;"PCA";0,0654027858931142
"3174";1000;23;100;10;"SPCA";0,0553182797137577
"3175";1000;24;100;3;"PCA";19,2475781629473
"3176";1000;24;100;3;"SPCA";0,0526491881799439
"3177";1000;24;100;5;"PCA";1,76109058857437
"3178";1000;24;100;5;"SPCA";0,051104582014528
"3179";1000;24;100;10;"PCA";0,0624828764577056
"3180";1000;24;100;10;"SPCA";0,050027621170725
"3181";1000;25;100;3;"PCA";26,750101031249
"3182";1000;25;100;3;"SPCA";0,0512674201430737
"3183";1000;25;100;5;"PCA";0,150302830344573
"3184";1000;25;100;5;"SPCA";0,0498319908061179
"3185";1000;25;100;10;"PCA";0,0604730710661806
"3186";1000;25;100;10;"SPCA";0,0485358823750091
"3187";1000;26;100;3;"PCA";23,4461119336051
"3188";1000;26;100;3;"SPCA";0,0482195721345941
"3189";1000;26;100;5;"PCA";0,276601435506184
"3190";1000;26;100;5;"SPCA";0,0438370965839698
"3191";1000;26;100;10;"PCA";0,0568022877019132
"3192";1000;26;100;10;"SPCA";0,0481707042275077
"3193";1000;27;100;3;"PCA";20,7644192178017
"3194";1000;27;100;3;"SPCA";0,0455459609155524
"3195";1000;27;100;5;"PCA";0,118396521823384
